Gene_name	S02_Normal	S03_Normal	S05_Normal	S06_Normal	S10_Normal	S02_Tumour	S03_Tumour	S05_Tumour	S06_Tumour	S10_Tumour
UQCC2	411	266	380	318	446	389	873	605	537	189
HSCB	26	18	0	39	56	24	26	59	0	13
MEMO1	123	46	277	105	224	130	157	128	91	110
TSTD3	0	8	6	15	12	19	64	44	30	19
JDP2	681	181	457	990	635	339	353	209	280	446
RAB11FIP4	48	28	46	0	55	27	15	47	0	69
DUS2	102	39	282	37	83	164	99	202	34	108
RBM44	0	0	0	0	0	0	0	0	0	0
CLASP2	0	2	0	18	47	22	0	0	0	3
MRPL55	0	5	52	7	22	26	8	14	90	5
ANGPTL1	344	62	121	921	252	59	39	11	0	10
IFT22	0	3	0	9	5	15	0	0	0	4
COX8A	720	890	1809	858	1657	1560	1819	1528	1121	390
IRX6	145	293	755	220	517	53	185	145	45	10
FBXO36	0	13	0	5	6	0	0	0	0	1
MT4	14	45	0	10	9	0	0	0	0	9
TRIM48	0	0	0	0	0	0	0	0	0	0
WDR92	139	12	30	44	28	22	9	34	0	7
WDR86	15	4	0	8	19	45	5	0	0	7
ARFRP1	382	120	393	285	411	224	151	346	72	208
ARHGDIB	179	19	226	726	70	306	32	316	193	10
NUTF2	162	61	66	112	163	226	137	97	1	221
KRTAP19-7	0	0	0	0	0	0	0	0	0	0
TOGARAM1	68	20	64	21	71	83	21	34	38	69
CPNE5	20	4	23	10	10	9	10	0	0	2
PRKAR2A	327	177	479	459	750	438	327	898	381	771
GOLGA8A	364	207	296	308	657	431	254	327	82	181
ARL11	89	25	67	21	40	51	37	32	0	44
CNTN2	16	11	0	0	7	0	0	0	0	0
LDB3	0	12	13	20	16	49	0	0	0	5
ARG2	147	85	28	62	173	125	26	35	121	32
LIME1	0	12	0	1	6	0	25	23	0	2
ZFP28	12	0	0	5	21	0	13	0	0	11
TAB2	28	15	16	50	100	81	9	44	27	16
KLHL25	75	33	86	100	111	63	42	28	0	32
TPCN1	165	40	309	95	99	90	88	11	44	18
POLR3K	1	0	0	0	0	22	0	0	0	5
IPO8	676	246	482	546	894	628	465	357	129	580
TMEM177	7	3	0	0	6	0	0	0	0	0
CDH8	0	0	0	6	0	8	0	0	0	3
MAGEE1	0	6	22	30	30	11	0	0	0	16
DNAAF5	278	157	169	424	535	337	239	132	69	461
UIMC1	391	160	320	396	669	490	211	434	457	215
GPN2	0	3	0	3	2	0	12	0	0	1
TMEM267	26	7	0	14	42	26	16	27	0	31
SSUH2	0	0	0	0	0	0	9	0	0	1
CD164	19	4	21	31	42	76	10	20	0	19
MRPL4	1382	763	944	1376	2359	1161	326	418	176	1714
MON1B	135	69	129	109	283	223	44	59	38	75
TBX22	0	0	0	0	0	0	0	0	0	0
POGLUT1	134	31	42	50	150	114	25	43	1	30
RD3	0	0	0	5	1	0	14	0	39	1
PIANP	0	2	0	0	4	0	0	0	0	0
AKIRIN2	264	223	267	455	796	617	495	514	342	448
MAP3K6	254	60	101	181	195	118	10	100	0	32
PHF13	73	39	45	125	174	72	50	31	0	87
LCE2D	40	2	0	23	15	0	0	0	0	1
LARP6	87	48	49	223	106	98	46	31	0	21
CT62	0	0	0	0	6	0	0	0	0	2
HIST1H4D	454	170	584	254	396	551	1020	1452	217	381
USP31	422	207	490	452	505	687	963	907	806	729
PCNX1	0	3	21	15	5	0	0	0	0	2
ANO3	12	2	31	0	2	0	0	0	0	0
TMEM14A	239	109	297	371	423	681	177	430	200	395
ABTB2	12	8	27	0	16	12	0	0	0	1
RNF40	161	103	182	284	241	208	216	131	89	115
VPS13D	1407	373	885	904	1157	554	300	510	147	409
PPP4R3B	385	74	370	124	149	236	112	128	165	23
LUZP6	65	13	32	35	67	54	73	32	36	32
SLF2	72	19	102	59	57	77	19	26	0	34
RAB6C	11	7	13	2	25	0	0	0	1	34
ARHGAP21	540	231	793	859	581	866	763	911	1190	220
DTNB	0	0	0	2	2	0	14	0	0	0
SMIM8	0	0	0	2	0	0	0	0	0	0
ZNF511	243	97	168	146	245	208	95	103	0	150
URB2	33	6	0	18	37	22	0	25	0	28
Mar-08	0	1	0	27	17	0	0	13	0	6
C1orf194	0	0	0	0	0	0	0	0	0	0
COX7B2	0	0	0	0	0	0	0	0	0	0
FKBP5	569	326	539	530	1065	247	125	194	37	429
ZSCAN29	43	38	100	64	157	231	225	167	212	148
ZBTB18	33	1	66	21	8	0	0	0	34	26
SLC12A6	53	26	229	67	64	104	17	48	0	28
NTF3	0	1	0	34	10	6	18	0	0	5
RENBP	38	22	57	41	56	21	24	33	0	7
ZNF280A	0	0	0	0	0	0	0	0	0	0
APOC1	5	88	44	8	218	102	0	11	2	5
ZNF496	207	66	310	265	221	319	114	215	56	89
HIST1H3E	191	64	21	35	78	48	226	68	37	104
TMCO5A	0	0	0	0	0	0	0	0	0	0
STK31	12	7	32	0	0	0	0	13	0	0
DLL3	0	0	0	0	0	0	0	0	0	0
ZNF836	216	44	64	83	126	130	1	18	0	44
CD3EAP	0	0	0	7	3	0	8	0	0	6
C15orf41	0	1	0	0	4	15	12	0	0	5
PIGG	519	150	140	261	349	451	297	154	37	378
APOBEC1	0	0	0	0	0	0	0	0	0	0
SOWAHB	0	10	69	26	72	0	0	12	40	5
HIST1H3G	251	112	202	76	80	119	145	246	0	90
FAM81A	0	2	0	1	2	0	0	0	0	7
TXLNG	103	55	62	167	234	87	106	118	57	143
SUSD4	60	32	34	11	58	24	9	47	0	10
ACTN1	1055	586	792	1615	2241	1377	443	541	3	762
HIST1H4A	1321	1046	1968	1133	1113	1299	7595	7156	2982	1857
JAGN1	89	67	90	129	191	47	8	43	0	134
ADGRL3	17	57	43	32	166	0	12	14	0	32
SHROOM1	1	3	0	12	14	39	16	0	0	3
ISL2	0	0	0	0	2	0	0	0	0	3
RINL	13	6	0	4	16	29	9	16	0	10
PLK3	30	28	108	17	62	139	20	159	48	11
DHRS11	238	167	285	86	358	84	122	212	121	59
CR1L	19	3	0	8	19	0	0	12	0	6
HIST1H3C	130	57	78	84	79	98	349	336	352	102
ZNF597	33	3	0	34	27	11	0	0	22	34
KRTAP21-1	8	0	0	0	0	0	0	7	0	0
NF1	0	4	43	3	0	8	1	0	1	13
EFCAB14	12	10	14	15	47	29	10	33	0	36
SPECC1L	79	15	0	27	42	56	16	10	0	3
PRDM11	23	7	0	22	54	27	80	67	0	62
CZIB	141	50	46	177	88	119	44	96	47	74
HIST1H3I	20	17	17	11	10	9	76	22	0	7
F2RL1	6	6	10	5	10	36	36	28	27	12
PHF1	266	87	320	436	377	476	432	521	435	350
GSDMC	1127	139	238	278	476	497	431	1283	125	1259
PCDH9	0	0	0	0	0	0	0	0	0	2
ALOX5	0	0	28	7	5	11	11	0	0	4
SEL1L3	106	27	80	38	284	60	54	35	0	73
FRRS1L	0	0	0	0	0	0	0	0	0	0
PEF1	237	88	130	229	223	197	162	133	78	89
PAN3	139	29	68	77	128	118	70	61	0	16
HIST1H3J	324	113	203	64	173	334	246	499	253	140
EYA2	0	2	22	23	2	11	13	0	39	1
PLCD4	14	10	75	44	34	134	88	0	54	39
OR51D1	0	0	0	0	0	0	0	0	0	0
RTF1	109	47	66	104	219	122	120	106	0	65
SFRP1	63	37	23	400	205	104	27	23	0	47
ZNF121	581	221	1062	382	784	1005	591	760	588	427
RESP18	0	0	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0	0	0
AGBL5	86	54	48	75	92	55	15	55	0	65
OR51F2	0	0	0	0	0	0	0	0	0	3
TMEM186	24	14	0	24	28	25	39	47	0	2
SIX2	14	1	32	17	8	43	0	22	49	2
NKD2	171	68	106	435	284	459	531	261	345	92
AJAP1	21	4	74	21	10	131	140	300	612	135
OR5H2	0	0	0	0	0	0	0	0	0	0
UFSP1	1	4	19	16	43	33	63	45	0	6
ABHD14B	136	64	246	61	56	111	134	162	90	15
SPPL2B	49	12	179	17	13	48	37	75	22	5
OR51L1	0	0	0	0	0	0	0	0	0	0
EFR3A	498	225	422	416	436	662	154	354	133	294
SUN3	0	0	0	0	2	0	0	0	0	0
SHOX	0	0	0	70	0	0	0	0	0	0
SLC41A2	0	0	0	0	0	0	0	0	0	0
GTF3A	94	17	49	36	124	88	11	8	0	31
OR51S1	0	0	0	0	0	0	0	0	0	0
ZC3H11A	407	110	216	269	425	316	203	378	511	102
MYO3B	58	45	99	29	41	0	285	136	64	4
PLPP7	0	0	0	13	9	8	0	0	0	1
OR51Q1	0	0	0	0	0	0	0	0	0	1
DHRS7B	27	23	54	39	64	16	2	17	0	22
LRG1	135	417	306	8	388	58	129	114	15	4
BUD13	42	40	102	68	90	89	29	24	0	26
ADGRE2	52	14	97	45	69	159	9	70	0	61
ABI3BP	457	79	416	584	289	78	12	63	1	7
KRTAP19-1	0	0	39	0	2	1	0	39	1	4
BMP10	0	0	0	0	2	0	0	0	0	0
BCOR	105	25	20	140	184	64	68	102	30	264
KRT23	150	24	23	51	156	18	20	116	0	8
OR13G1	0	0	0	0	0	0	0	0	0	0
LCE2B	2374	305	796	1739	874	23	331	1349	2427	87
TAB3	246	82	290	186	261	266	220	243	176	78
INA	0	0	0	0	15	15	18	0	0	38
OR51F1	0	0	0	0	0	0	0	0	0	0
PIEZO1	1377	423	1437	866	1462	2289	2359	2513	1969	857
TRIM47	49	55	210	71	130	112	86	149	0	97
VAMP5	382	186	645	553	420	832	794	779	993	126
CAPSL	0	0	0	0	0	0	0	0	0	1
OGN	83	27	0	149	290	54	0	0	0	1
OR4K5	0	0	0	0	0	0	0	0	0	0
TTC23	199	35	199	117	121	149	43	62	46	127
GBP1	301	95	240	713	406	459	85	702	252	1076
CHODL	12	1	0	4	11	17	0	0	35	1
OR51I2	0	0	0	0	0	0	0	0	0	0
TBC1D9	57	79	73	276	367	190	89	149	127	102
ZSCAN32	107	53	92	115	172	153	109	157	0	150
SPIDR	449	175	607	312	386	566	461	502	275	350
CADM4	252	58	31	309	400	253	164	69	156	207
HIGD1B	17	6	0	47	12	55	15	18	0	10
OR2A2	0	0	0	0	0	0	0	0	0	0
ERICH2	10	3	0	9	13	30	10	0	0	4
DCUN1D5	115	23	1	54	80	42	13	0	0	78
USP17L15	0	0	0	0	1	0	17	0	0	1
OR51M1	0	0	0	0	0	0	0	0	0	0
POC1A	0	7	53	2	19	30	0	25	0	27
PTP4A3	16	6	71	49	40	35	92	49	43	18
C4orf17	0	0	0	0	0	0	0	0	0	0
GRIK2	0	0	0	7	2	0	0	0	0	0
MKRN1	0	1	0	13	10	6	0	0	0	11
ZNF473	12	0	0	0	0	0	0	0	0	3
TRMU	323	82	303	128	185	163	83	228	48	104
IFNA7	0	0	0	0	0	0	0	0	0	0
PAQR5	109	56	121	52	135	234	181	187	127	38
ZNF404	0	0	0	0	0	0	0	0	0	0
TRIM9	51	0	0	9	5	15	10	39	47	4
DHODH	20	0	0	17	13	0	0	0	0	9
ARHGAP32	71	18	128	20	61	21	14	17	0	49
GAB2	265	76	109	260	251	230	29	131	0	85
TNK1	38	15	58	21	116	65	94	0	0	36
MYL6B	155	41	118	93	83	83	75	67	1	33
TBXT	0	2	0	0	0	0	0	0	0	0
ZC3H14	0	4	0	4	22	15	10	16	0	24
BEST1	32	11	58	17	12	64	20	52	0	2
TNNI3	0	2	0	0	0	0	0	0	0	0
ADAMTSL3	15	3	64	4	6	24	0	0	0	0
ACTL6A	494	86	190	346	652	633	171	338	97	350
SMKR1	14	0	0	3	0	0	0	0	0	2
NUDT14	0	5	0	25	36	9	8	0	0	12
CRPPA	19	8	50	19	15	15	7	17	42	9
ADAM17	611	172	316	417	643	445	265	608	70	515
TNFSF13B	215	147	206	254	241	315	176	273	140	98
ZNF391	0	0	0	0	6	12	0	0	0	1
GNG7	81	39	90	59	287	77	26	39	0	77
CREBRF	489	143	182	397	379	213	38	40	51	163
AFF4	655	151	346	532	582	387	168	168	39	241
SH3BGR	48	5	0	15	67	25	0	1	0	3
IGSF3	217	91	34	197	210	292	181	151	240	113
PDGFRA	466	217	487	1057	667	762	65	195	0	245
TENT2	158	41	281	90	133	179	44	101	0	37
TAF4	155	40	40	104	143	72	121	37	1	30
HIC2	11	12	0	44	20	38	17	104	0	8
TSC1	211	78	144	272	179	76	85	71	36	55
SLC17A8	0	0	0	0	7	0	0	0	0	0
C1orf122	5	2	0	2	6	7	18	5	8	2
SEC14L4	13	45	26	5	129	15	13	8	0	2
CDCA3	35	4	0	0	14	31	33	35	77	95
SURF6	200	52	83	173	349	209	65	273	0	218
SERPINF2	5	5	38	13	16	13	0	11	0	3
HK2	902	312	551	403	1199	1211	424	376	102	794
DENND5B	11	9	14	20	30	12	13	31	0	25
MISP3	13	0	0	0	9	0	0	14	0	1
TXK	113	12	17	26	16	33	37	17	0	8
CLCN2	0	0	0	2	0	0	0	0	0	0
SYT5	0	0	0	0	1	0	0	7	0	2
ACOX2	89	304	287	65	475	59	194	74	0	39
ZNF564	60	21	48	33	142	89	14	54	0	65
NAP1L3	18	0	0	35	9	16	0	0	0	2
TMEM241	18	7	41	7	26	27	10	34	0	11
ERC1	187	49	155	132	109	144	211	236	76	61
WDR34	32	22	17	17	33	44	56	129	0	30
BBOX1	597	171	387	369	1017	301	480	369	613	398
SLFN12L	0	11	49	21	17	64	20	51	0	4
TAC1	12	0	29	0	0	0	0	0	0	1
KIR2DL3	0	2	0	0	7	0	0	0	0	0
IL17RC	111	64	130	87	115	29	31	84	38	64
HNRNPA0	299	235	459	556	544	707	506	497	267	224
CRYBG3	452	158	216	202	307	209	80	107	0	54
TMEM60	45	10	130	44	57	44	24	97	75	22
ERAP1	132	68	154	144	212	143	26	196	53	139
SLC16A6	139	26	199	89	245	36	77	74	73	47
HIRA	169	28	109	92	189	201	77	183	188	166
TAF2	176	43	93	112	153	145	23	23	0	41
UBE2K	920	187	664	286	788	809	113	412	1	676
CTNNBL1	571	260	903	550	821	593	690	873	450	1030
LRCH1	583	93	222	325	263	242	109	178	124	71
TSFM	632	296	698	503	1236	812	1089	996	249	483
NRN1L	7	9	19	7	8	0	6	0	0	2
DDI1	0	0	0	0	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0	0	0	0	0
TUB	14	19	19	79	43	83	31	15	0	6
MYBPC2	0	0	0	0	1	0	0	0	0	4
TAGLN	456	180	493	2868	422	590	393	224	294	111
NTMT1	66	41	213	147	147	245	134	77	0	121
SEC61B	108	65	117	87	165	123	114	145	32	52
KCNH5	0	0	0	0	0	0	0	0	0	0
LDLR	236	130	216	412	444	310	168	227	177	103
CDC7	0	6	0	10	18	7	0	8	0	2
C14orf39	0	0	0	0	0	0	0	0	0	1
TEX28	8	4	0	9	12	0	9	0	0	0
ANGPTL4	0	9	55	0	12	1	8	18	28	0
MYT1	0	0	0	0	0	17	0	0	0	0
SERPIND1	0	0	0	0	3	0	0	0	0	0
GATA4	0	0	0	0	0	0	0	0	0	0
NCF1	0	9	0	20	24	0	7	67	0	15
CPTP	6	19	17	5	16	34	51	22	14	12
DGKD	86	53	147	199	184	90	80	92	0	66
FNBP4	1105	274	741	510	654	626	299	539	97	182
SHPK	271	121	341	233	254	163	208	100	40	164
CAPRIN2	115	6	212	102	85	203	92	71	0	45
DAB2IP	350	100	258	749	615	563	201	273	101	379
B3GALT6	96	32	108	83	115	86	135	163	104	123
POLR3H	65	40	50	99	144	131	45	95	78	74
ZNF132	0	13	88	9	34	8	0	0	0	42
FAM24A	0	0	0	0	0	0	0	0	0	0
C11orf88	0	0	0	0	0	0	0	0	0	0
ASTE1	39	19	55	50	88	99	52	45	0	34
ZNF34	58	17	18	35	30	22	19	7	0	8
NETO1	34	1	0	0	2	14	10	21	0	2
KRT31	60	47	56	87	25	16	0	0	0	26
MCM8	23	0	31	15	17	0	4	0	0	5
DNALI1	0	9	0	24	38	0	20	11	0	10
ARHGAP45	26	10	97	12	36	70	5	16	0	19
CAPN13	0	77	48	16	94	23	49	22	0	0
KRT33B	100	91	10	50	95	41	0	0	0	63
CDC25C	29	1	0	13	4	12	0	12	0	17
MAG	0	0	0	0	3	0	0	0	0	0
RARS2	143	39	131	108	97	230	67	109	45	44
PBX2	81	48	88	134	104	113	128	153	36	40
GLDN	21	8	0	9	44	9	0	0	0	1
MAB21L1	0	3	0	12	6	0	0	5	0	4
MUC17	0	0	0	0	0	0	0	0	0	0
COPS9	0	0	0	0	0	0	0	0	0	1
HEMGN	0	0	0	15	0	5	0	0	0	0
FANCB	0	1	0	0	4	0	0	0	0	0
ZNF460	1563	616	1453	1779	2172	2128	1607	1338	1042	1022
ANXA8L1	4024	796	1590	2453	4170	4825	1448	3371	962	3417
CARMIL2	10	3	32	16	9	66	42	31	0	14
AHDC1	29	28	95	86	65	37	12	19	34	16
RTN4RL1	8	3	12	0	0	0	21	0	0	1
SMIM20	0	2	17	0	6	16	10	16	0	1
RPL21	783	191	257	365	891	355	94	106	33	676
RACGAP1	18	5	0	16	12	0	28	5	0	28
TNPO1	160	22	253	64	48	193	54	131	125	27
GPR174	142	42	135	94	216	139	68	167	39	176
APOC4	0	2	0	0	5	0	0	0	0	0
C9orf131	0	0	0	0	0	0	0	0	0	2
RNASE9	0	0	0	0	0	0	0	0	0	0
PFN3	0	0	33	4	10	0	0	23	0	13
ZNF37A	99	27	34	29	48	18	0	31	0	7
C16orf78	0	0	0	0	0	0	0	0	0	0
KIAA0040	25	23	112	79	87	52	48	92	59	21
TMEM176B	344	206	345	658	478	321	172	130	40	123
KRT15	4059	1173	1129	2044	1931	288	288	237	50	148
KISS1R	0	0	0	0	0	0	0	0	0	1
CD180	50	10	39	56	138	23	61	60	0	113
FGF18	11	0	67	32	1	13	0	56	0	3
MGP	180	244	283	869	445	135	123	32	0	18
DCTN4	427	96	271	301	296	507	166	252	0	173
FICD	0	12	0	13	30	23	29	12	0	9
ZSWIM1	49	24	23	37	63	50	26	15	0	83
TMEM178A	0	0	0	22	5	0	0	0	0	1
NLGN4X	5	1	0	5	12	16	25	0	0	6
CARNMT1	45	1	0	0	6	17	3	18	0	39
HCAR1	0	0	0	0	5	0	0	0	0	3
BCAM	89	51	41	152	143	18	45	167	74	27
MDFIC	824	277	817	810	1185	1495	436	617	444	585
CWF19L2	406	149	492	424	510	480	162	333	94	252
ART1	0	0	0	0	7	0	0	0	0	2
ENDOD1	112	25	28	76	64	24	5	1	0	25
TTC7A	267	139	155	305	338	334	223	261	1	286
TAL1	36	23	32	82	68	28	50	31	15	24
NOXA1	96	52	142	66	64	52	38	52	0	27
PAWR	463	109	273	305	365	386	227	264	194	229
SYNE1	38	16	26	80	53	51	48	13	75	47
OR5I1	0	0	0	0	0	0	0	0	0	0
RPL18A	574	309	837	515	625	920	753	1262	796	720
NAGLU	259	89	181	205	153	129	48	83	38	88
PDPN	993	239	1011	1405	851	765	372	2005	418	599
VSTM2L	0	0	0	0	0	0	0	0	0	0
CD38	0	1	0	7	5	13	8	10	0	13
DDX53	0	0	0	0	0	0	0	0	0	0
MAP9	14	2	26	5	12	16	15	8	0	5
NOP58	462	85	243	373	586	453	58	267	83	607
POTEA	0	0	0	0	0	0	0	0	0	0
ABCB7	0	11	0	9	14	43	13	0	0	5
GREM2	26	3	18	13	5	0	0	0	0	0
ASB2	0	0	0	0	0	17	0	0	0	3
ARMC5	47	9	19	13	35	11	8	41	0	16
FAIM2	0	0	0	0	0	0	0	0	0	0
COL18A1	596	373	464	3345	1097	1674	1058	389	142	562
HOXA2	7	14	0	36	14	0	9	0	0	2
KIF2B	0	0	0	0	0	0	0	0	0	0
HSD17B7	115	126	108	62	237	91	32	62	0	53
RSPH14	0	13	26	8	9	0	0	0	0	0
BCS1L	12	43	62	57	59	59	28	6	42	22
RYR3	12	7	0	46	32	0	19	0	0	84
PIGO	134	17	133	80	114	160	59	165	51	61
PPM1J	211	62	195	69	118	196	301	300	39	136
MAGI2	162	42	91	252	193	123	54	60	0	61
GAPVD1	933	420	950	756	1108	962	537	755	160	412
MSH2	24	9	71	7	9	22	0	14	0	12
CORO6	0	2	23	0	8	16	65	93	0	63
AKAP7	58	24	35	45	36	42	1	13	0	5
HS1BP3	207	81	268	177	185	120	185	94	24	130
GPAM	24	9	0	41	44	5	19	12	0	29
TSPYL5	161	27	132	95	188	66	27	53	0	102
ASXL2	147	16	116	66	90	116	29	11	52	31
ABCB5	145	9	28	2	30	30	0	0	0	0
FAM90A1	0	0	0	0	6	0	0	19	0	19
LINGO2	0	0	0	4	0	15	0	0	0	1
USP54	64	12	5	43	74	17	11	0	69	23
TMEM69	106	50	1	45	138	118	0	92	0	73
KDM2A	21	2	0	26	25	0	23	0	0	25
PCARE	0	0	0	0	0	0	0	0	0	0
SELENBP1	280	120	71	272	270	107	40	0	0	28
PIRT	0	0	0	0	3	19	0	0	0	3
PIGT	20	8	25	16	29	10	0	24	0	5
CXorf40B	0	2	0	4	0	0	0	0	0	5
IPO9	24	6	68	6	24	0	4	0	0	21
CEP192	17	18	0	12	14	7	8	25	22	19
RAB4B	79	53	194	81	130	145	131	128	115	88
ZNF180	92	36	136	69	145	149	64	226	128	160
FBXL7	34	2	0	35	15	46	0	11	0	5
CDR2	12	0	0	31	6	22	0	10	0	1
SNX30	132	28	179	68	91	45	20	77	33	44
RNF141	548	122	179	391	259	679	286	878	427	209
RAB1B	133	28	38	53	108	122	56	85	0	31
IL20RA	122	115	87	90	162	21	114	0	0	49
ZNF358	85	43	0	85	24	54	62	51	0	16
IKZF4	16	29	0	16	38	80	59	108	0	17
ADAR	82	7	52	19	39	40	46	80	0	20
TRMO	69	51	193	73	67	261	159	211	32	67
EPB41L3	407	82	147	268	228	362	41	253	110	63
C7orf57	0	0	0	5	0	0	0	16	0	0
NUP188	313	101	469	323	375	385	350	430	247	221
ZNHIT6	451	80	449	418	371	474	255	364	52	276
TRMT6	169	83	59	171	560	450	100	75	34	591
ARPC1B	949	483	1114	1096	980	2446	1735	1956	1254	458
NXN	140	67	199	221	299	273	87	100	128	221
FLYWCH1	109	58	25	126	74	201	40	68	49	32
BOLA1	15	12	0	28	27	37	17	78	0	6
ZNF880	72	17	124	36	95	39	9	9	0	52
ANKZF1	107	69	76	94	131	117	89	117	0	73
ZNF501	83	42	66	133	132	69	29	40	0	77
UBA5	392	174	363	324	575	462	370	639	171	325
ELOA2	0	0	0	0	0	0	0	0	0	0
ZDHHC14	46	24	0	39	49	33	24	71	57	38
TNFRSF10C	0	0	0	15	19	14	0	17	0	5
CCNYL1	44	33	40	72	116	152	134	237	0	200
CLDN25	0	2	0	0	0	0	0	0	0	1
TYW1	28	0	74	18	7	38	16	15	0	9
ZNF324B	10	5	0	20	7	0	1	19	0	3
LPAR1	475	100	170	423	359	200	1	38	1	82
OR2AP1	0	0	0	0	0	0	0	0	0	0
SAR1B	610	327	492	596	1529	805	253	823	232	1589
VTA1	138	63	10	79	113	130	31	108	82	69
SHANK2	24	21	0	123	81	29	65	22	0	26
CA13	0	2	20	0	7	0	0	13	0	3
PRDM16	0	1	56	7	27	11	13	0	0	8
SPPL2C	0	0	0	0	0	0	0	0	0	1
FAM83F	635	179	275	234	507	501	282	465	130	706
ZNF385A	203	42	252	210	161	154	203	226	354	67
EFHD2	773	348	1056	701	1566	819	626	1159	513	988
OR6V1	0	0	0	0	0	0	0	0	0	1
MC4R	13	0	0	14	28	0	12	0	0	5
SLC27A1	345	237	213	357	344	126	288	249	158	83
CCDC105	0	0	0	0	0	0	0	0	0	0
BCO1	0	4	28	0	4	0	0	0	0	1
LBX1	0	0	0	0	0	0	0	0	0	0
TMEM222	29	76	65	70	134	97	19	62	128	67
COQ10B	44	9	0	15	117	99	0	13	0	41
DDAH2	841	367	524	1496	1479	734	673	866	1067	838
LIPK	8	17	25	4	10	0	0	11	0	0
SPA17	11	13	0	29	18	49	29	8	0	56
WASHC2A	413	112	322	271	354	207	24	31	0	97
PLXNB1	842	311	600	460	650	400	329	275	109	528
PRSS45P	0	9	0	0	10	14	0	0	0	0
GDAP2	16	18	0	1	51	0	5	21	0	16
CENPO	12	1	0	1	17	12	23	0	0	1
PPP4R1	114	22	24	36	97	187	124	505	357	79
GFER	122	95	78	207	176	315	85	113	34	173
CFAP157	0	0	0	0	0	0	0	0	0	1
IL13RA2	38	4	0	18	41	64	10	21	86	14
USP36	465	167	591	515	693	465	211	299	0	249
SIX4	0	3	31	7	26	24	0	0	0	5
ENSA	92	11	133	20	94	111	33	107	70	62
HPCAL4	0	0	0	0	0	0	0	0	0	0
BIN2	101	126	328	200	430	289	383	403	139	183
BICC1	186	94	197	683	239	409	76	192	1	79
DLK2	28	22	66	47	65	0	101	68	84	36
GJA8	0	0	0	0	0	0	0	0	24	1
NHLRC1	21	2	18	28	11	28	0	3	0	11
ZNF365	1	23	85	40	51	201	201	293	296	29
FOXD4L6	0	0	0	0	0	0	0	0	0	6
FARS2	47	29	92	26	103	141	52	57	0	54
KLHDC7B	6	13	92	2	32	39	31	203	41	509
SYT14	0	0	0	0	0	0	0	0	0	11
LYPD8	0	0	0	0	0	0	0	0	0	0
ABHD12	921	552	675	687	1176	664	574	449	323	675
MC5R	0	5	19	0	21	0	13	0	0	3
ZC3H6	415	241	562	395	498	271	180	274	84	149
MISP	0	0	0	0	0	0	33	0	26	4
ODF3L1	28	1	0	9	32	4	5	14	0	1
CELF2	114	57	316	90	163	114	18	107	48	17
PXDC1	576	180	525	1858	972	510	184	268	199	528
ITPK1	61	16	27	20	31	0	0	0	0	14
NUP42	449	107	260	181	457	406	116	194	40	229
MAGIX	10	10	27	10	22	16	0	16	0	13
NUP54	597	161	680	369	721	562	287	423	123	210
XPNPEP3	69	42	127	85	78	184	81	167	164	78
AKAP13	2059	562	1704	2283	2620	2428	1170	1950	908	1542
NUP62CL	79	22	20	4	25	12	67	22	0	101
C19orf57	20	24	28	33	49	30	16	64	81	76
AKNA	340	68	569	277	349	407	236	627	180	200
GFI1	11	4	0	9	18	44	19	21	0	31
PRICKLE2	184	83	154	180	234	187	28	176	144	65
PGGHG	366	102	164	246	305	581	299	243	49	421
GALNT7	41	6	13	9	19	41	10	22	44	4
SLC39A10	34	11	0	27	8	0	8	0	0	11
DISP2	0	1	20	0	22	0	0	0	0	6
SLCO6A1	0	0	0	0	4	0	18	0	0	8
FAM163B	0	0	0	0	0	0	0	0	0	0
CSMD3	0	0	0	0	0	0	0	0	0	0
GEM	8	0	0	22	17	30	7	0	0	1
VCX3B	0	0	0	11	24	11	0	0	0	15
PDK2	122	33	131	139	111	95	46	123	101	101
MOGAT2	45	153	152	0	472	20	16	0	0	12
ZNF620	0	4	0	0	9	0	10	7	0	2
CTCF	91	51	173	180	184	140	49	58	0	32
MATR3	390	137	289	477	537	576	213	372	291	257
RUNX2	216	108	319	471	592	841	729	417	235	457
FBXL15	0	1	0	4	1	11	0	27	0	3
HAUS8	117	46	80	109	125	126	201	208	36	105
GJA5	48	19	58	52	29	137	62	26	54	28
OR4C12	0	0	0	0	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0	0	0	0	0
DAB2	918	101	763	392	458	319	18	124	51	64
GDNF-AS1	8	0	0	3	8	0	0	0	0	1
CCDC70	0	0	0	0	0	0	0	0	0	3
CD109	587	188	462	726	685	803	259	412	137	195
DPCD	6	16	178	39	50	78	0	32	0	9
TENM1	79	38	93	103	90	34	10	14	24	22
GPATCH3	58	3	16	49	60	70	109	225	237	38
BTNL3	0	0	0	0	0	0	0	0	0	1
IGFBPL1	0	0	0	0	0	0	0	0	0	0
GRHPR	12	13	87	18	36	34	23	11	0	14
OSCAR	0	0	20	0	0	13	0	9	0	2
SPTBN2	2199	719	1489	1640	2465	654	1026	1920	1610	2507
RNF208	34	2	23	0	5	0	0	20	25	3
CLDN15	62	78	17	129	146	153	90	39	40	72
